"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","gender","admission_type","religious_denomination","grade","number_achieving","percentage_achieving"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Church of England","9 to 5","3919","81"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Church of England","9 to 5","3366","76"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Church of England","9 to 5","7285","79"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Hindu","9 to 5","55","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Hindu","9 to 5","70","92"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Hindu","9 to 5","125","95"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Jewish","9 to 5","203","93"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Jewish","9 to 5","204","93"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Jewish","9 to 5","407","93"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Muslim","9 to 5","167","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Muslim","9 to 5","230","93"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Muslim","9 to 5","397","94"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","No religious character","9 to 5","53155","80"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","No religious character","9 to 5","49252","77"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","No religious character","9 to 5","102407","79"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Other Christian faith","9 to 5","1721","92"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Other Christian faith","9 to 5","1171","86"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Other Christian faith","9 to 5","2892","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Roman catholic","9 to 5","5336","84"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Roman catholic","9 to 5","5246","82"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Roman catholic","9 to 5","10582","83"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Sikh","9 to 5","80","92"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Sikh","9 to 5","78","86"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Sikh","9 to 5","158","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Total","9 to 5","64638","81"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Total","9 to 5","59619","78"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Total","9 to 5","124257","79"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Boys","Total","Total","9 to 5","63","37"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Girls","Total","Total","9 to 5","51","32"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Total","Total","Total","9 to 5","114","35"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Boys","Total","Total","9 to 5","628","57"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Girls","Total","Total","9 to 5","239","48"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Total","Total","Total","9 to 5","867","54"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Boys","Total","Total","Total pupil entries","64431","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Girls","Total","Total","Total pupil entries","61373","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Total","Total","Total","Total pupil entries","125804","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Boys","Total","Total","Total pupil entries","6555","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Girls","Total","Total","Total pupil entries","6603","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Total","Total","Total","Total pupil entries","13158","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Boys","Total","Total","Total pupil entries","87036","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Girls","Total","Total","Total pupil entries","83184","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Total","Total","Total","Total pupil entries","170220","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Boys","Total","Total","Total pupil entries","219","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Girls","Total","Total","Total pupil entries","38","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Total","Total","Total","Total pupil entries","257","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Boys","Total","Total","Total pupil entries","80295","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Girls","Total","Total","Total pupil entries","76434","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Total","Total","Total","Total pupil entries","156729","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Boys","Total","Total","Total pupil entries","131","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Girls","Total","Total","Total pupil entries","16","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Total","Total","Total","Total pupil entries","147","z"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Boys","Total","Total","Total pupil entries","48169","z"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Girls","Total","Total","Total pupil entries","46847","z"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Total","Total","Total","Total pupil entries","95016","z"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Boys","Total","Total","Total pupil entries","3","z"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Girls","Total","Total","Total pupil entries","3","z"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Total","Total","Total","Total pupil entries","6","z"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Boys","Total","Total","Total pupil entries","2979","z"
